id_cliente,fecha_registro,año_registro,mes_registro,trimestre_registro,nombre_completo,nombre_limpio,apellido,email,email_valido,dominio_email,edad,rango_edad,genero,pais,ciudad,codigo_postal,profesion,segmento_cliente,estado_cliente,fecha_ultima_compra,dias_sin_compra,total_compras,monto_total_gastado,ticket_promedio,frecuencia_compras_mes,antiguedad_dias,churn_risk,lifetime_value,canal_adquisicion,ultima_campania,num_reclamaciones,puntuacion_satisfaccion,activo,fecha_baja,motivo_baja,sucursal_preferida,dispositivo_preferido,acepta_newsletter,verificado_identidad,limite_credito,riesgo_fraude
1583,2021-02-01,2021,2,1,,Desconocido,,cliente1583None,False,,40,30-44,M,México,Madrid,123,Estudiante,VIP,Bloqueado,2021-05-10,1843,33,980.2225087683837,29.703712386920717,0.5100463678516229,1941,Alto,184.3282924783411,,,9,5,False,,,,App Android,No,,13648,Alto
1584,fecha_invalida,2022,3,1,laura  garcia,Laura,Garcia,correo_invalido_sin_arroba,False,,-4,Menor,Otro,Chile,Barcelona,,Médico,,Bloqueado,2022-03-11,1538,-34,0,0,0,1941,Alto,0.0,Web,,0,6,0,,,Online,,False,PENDIENTE,-556,
1585,2022-10-21,2022,10,4,sofia martinez,Sofia,Martinez,sofia@empresa.es,True,empresa.es,29,18-29,No especificado,,Barcelona,,Empresario,Nuevo,Baja Voluntaria,2023-06-29,1063,25,1107.2636484490556,44.29054593796222,0.5707762557077625,1314,Alto,307.57323568029324,Email Marketing,,3,N/A,1,2022-12-13,No usa,,App Android,Sí,,691,
1586,2023-12-18,2023,12,4,Cliente Anónimo,Desconocido,,cliente1586@yahoo.com,True,yahoo.com,69,60+,1,Argentina,,,Docente,Inactivo,Inactivo,2024-08-16,649,31,$3223.502509012645,,1.043771043771044,891,Alto,,Web,Navidad2023,0,N/A,Si,,,,Tablet,True,RECHAZADO,863,Crítico
1587,2021-07-17,2021,7,3,elena rodriguez,Elena,Rodriguez,elena@gmail.com,True,gmail.com,73,60+,,Chile,Santiago,08001,Jubilado,Corporativo,Activo,,389,20,9802.117283224747,490.1058641612373,0.3380281690140845,1775,Alto,2015.6466526067788,,Primavera2024,9,6,No,,,Norte,App Android,False,VERIFICADO,548,
1588,2023-02-01,2023,2,1,elena rodriguez,Elena,Rodriguez,elena@yahoo.com,True,yahoo.com,40,30-44,1,,Madrid,CP_INVALIDO,Docente,Inactivo,Activo,2024-04-05,782,9,1556.554909763248,172.95054552924978,0.22295623451692814,1211,Alto,469.15156239767583,Email Marketing,,2,0,Inactivo,,,Sur,App iOS,False,,337,
1589,2020-10-18,2020,10,4,maria,Maria,,maria@hotmail.com,True,hotmail.com,veinticinco,,F,Argentina,Madrid,123,,,Baja Morosidad,2020-10-21,2044,39,17595.653647212974,451.1706063387942,0.5715681485100146,2047,Alto,3137.4761022143307,Referido,Primavera2024,7,5,Inactivo,2021-05-02,No usa,,Tablet,0,VERIFICADO,206,Alto
1590,2023-04-27,2023,4,2,LOPEZ,Desconocido,Lopez,correo_invalido_sin_arroba,False,,24,18-29,F,Colombia,Madrid,08001,Médico,Nuevo,Baja Morosidad,2024-01-12,866,9,4440.645942341726,493.40510470463624,0.2397868561278863,1126,Alto,1439.4633827306661,Evento,BlackFriday,7,0,Si,2024-02-25,Precio alto,Sur,,True,VERIFICADO,421,Medio
1591,2022-09-23,2022,9,3,miguel fernandez,Miguel,Fernandez,miguel@empresa.es,True,empresa.es,49,45-59,Otro,,,CP_INVALIDO,,Premium,,2022-12-17,1257,42,16340.422624297911,389.05768153090264,0.9388971684053652,1342,Alto,4444.302725684603,Evento,Navidad2023,1,,Si,,,Online,,1,,2889,Crítico
1592,2021-12-11,2021,12,4,PEDRO  garcia,Pedro,Garcia,pedro@yahoo.com,True,yahoo.com,29,18-29,,,Madrid,,Estudiante,Inactivo,Baja Voluntaria,2022-02-17,1560,-18,0,0,0,1342,Alto,0.0,Web,Verano2023,3,2,True,2022-10-03,,Norte,App iOS,False,VERIFICADO,744,
1593,fecha_invalida,2023,4,2,JAVIER rodriguez,Javier,Rodriguez,javierNone,False,,20,18-29,,Colombia,Santiago,123,Desempleado,Nuevo,Inactivo,2023-12-29,880,47,15697.661781214614,333.9928038556301,1.2335958005249343,1143,Alto,5012.814129609216,Email Marketing,,3,4,0,,,Sur,App Android,No,RECHAZADO,609,Medio
1594,2020-03-30,2020,3,1,carlos  garcia,Carlos,Garcia,carlos@hotmail.com,True,hotmail.com,37,30-44,1,España,CDMX,123,,Corporativo,Inactivo,2020-08-15,2111,40,4284.260983872048,107.10652459680121,0.5335704757670076,2249,Alto,695.3113646568687,Evento,BlackFriday,10,4,0,,,Norte,,True,RECHAZADO,427,
1595,2022-04-25,2022,4,2,maria,Maria,,maria@empresa.es,True,empresa.es,-67,Menor,1,Colombia,Buenos Aires,CP_INVALIDO,Desempleado,Nuevo,Activo,2022-11-02,1302,14,4865.98459161307,347.5703279723621,0.2813127930341594,1493,Alto,1189.607753475399,Referido,Primavera2024,2,5,1,,,Móvil,Web Móvil,No,RECHAZADO,907,Medio
1596,2021-07-20,2021,7,3,fernandez,Desconocido,Fernandez,correo_invalido_sin_arroba,False,,veinticinco,,F,Colombia,Madrid,,Jubilado,VIP,Activo,2021-07-21,1771,50,23138.012111671604,462.76024223343205,0.8465011286681715,1772,Alto,4766.012652799173,,Primavera2024,-3,6,1,,,Móvil,App iOS,False,PENDIENTE,17519,Bajo
1597,2022-12-05,2022,12,4,miguel  LOPEZ,Miguel,Lopez,miguel@hotmail.com,True,hotmail.com,36,30-44,1,Chile,,28001,,Inactivo,Baja Morosidad,2024-02-01,846,15,2124.7520392245033,141.65013594830023,0.3546099290780142,1269,Alto,611.1382933939667,App,Primavera2024,6,0,1,2023-03-06,No usa,Online,Web Móvil,0,,911,Medio
1598,2022-04-23,2022,4,2,garcia,Desconocido,Garcia,cliente1598None,False,,63,60+,No especificado,México,Bogotá,,,Inactivo,,2022-05-03,1485,18,5187.759676773412,288.2088709318562,0.3612040133779264,1495,Alto,126657.67772724385,Email Marketing,Navidad2023,6,6,True,,,Online,,False,,721,Crítico
1599,2023-08-13,2023,8,3,miguel sanchez,Miguel,Sanchez,miguel@gmail.com,True,gmail.com,41,30-44,,España,Madrid,,Ingeniero,Básico,Inactivo,2023-10-20,950,34,$14284.607418705564,,1.0019646365422397,1018,Alto,,Web,,9,0,Activo,,,,App iOS,1,RECHAZADO,666,Bajo
1600,24/01/2023,2023,1,1,LUIS,Luis,,luis@empresa.es,True,empresa.es,45,45-59,1,México,Barcelona,123,,Corporativo,,2023-08-01,1030,-46,0,0,0,1018,Alto,0.0,,,6,2,True,,,Norte,App Android,1,,657,Crítico
1601,2022-04-30,2022,4,2,LUIS  garcia,Luis,Garcia,luis@gmail.com,True,gmail.com,30,30-44,No especificado,España,Santiago,28001,,Nuevo,,2023-01-26,1217,20,235.05376470183293,11.752688235091647,0.40322580645161293,1488,Alto,57.65767749742542,Redes Sociales,,7,,No,,,Online,App Android,False,,346,Bajo
1602,fecha_invalida,2020,10,4,laura,Laura,,correo_invalido_sin_arroba,False,,39,30-44,,México,Santiago,CP_INVALIDO,Desempleado,,Baja Morosidad,2020-11-06,2028,25,1931.8446288745924,77.2737851549837,0.36372453928225024,2062,Alto,341.9608581664531,Email Marketing,Verano2023,1,N/A,False,2021-08-02,Competencia,Sur,,True,,266,Crítico
1603,2023-10-05,2023,10,4,miguel fernandez,Miguel,Fernandez,miguel@empresa.es,True,empresa.es,veinticinco,,1,Argentina,Bogotá,123,,Corporativo,Baja Morosidad,2025-03-20,433,38,7743.849657622501,203.78551730585528,1.1813471502590673,965,Alto,2929.0208549556605,,Navidad2023,9,4,Si,2024-09-29,Insatisfacción,,Web Móvil,1,VERIFICADO,746,Alto
1604,2022-11-23,2022,11,4,PEDRO sanchez,Pedro,Sanchez,pedro@empresa.es,True,empresa.es,55,45-59,1,,,123,Empresario,Inactivo,Bloqueado,2023-01-22,1221,21,8483.77099572309,403.9890950344329,0.49180327868852464,1281,Alto,2417.3117981568525,Redes Sociales,Verano2023,6,6,1,,,,,0,PENDIENTE,991,Bajo
1605,2023-06-21,2023,6,2,carlos  garcia,Carlos,Garcia,,False,,62,60+,,Chile,,,Desempleado,Premium,Baja Voluntaria,2025-02-21,460,0,0,0,0,1281,Alto,0.0,App,Navidad2023,7,N/A,True,2024-03-08,Mal servicio,Sur,Web Móvil,False,PENDIENTE,3393,Medio
1606,2022-09-03,2022,9,3,maria martinez,Maria,Martinez,maria@empresa.es,True,empresa.es,-46,Menor,M,,CDMX,,Ingeniero,VIP,Baja Voluntaria,2023-04-29,1124,18,-5884.722536619821,-326.92902981221226,0.39647577092511016,1362,Alto,-1577.0365094465744,App,,7,6,1,2022-11-10,Competencia,Sur,Web,0,,15159,Bajo
1607,2021-04-28,2021,4,2,PEDRO fernandez,Pedro,Fernandez,pedro@hotmail.com,True,hotmail.com,48,45-59,M,España,Bogotá,08001,Médico,Nuevo,Bloqueado,2022-03-02,1547,2,687.0618865281386,343.5309432640693,0.03234501347708895,1855,Alto,135.19007470769304,Evento,Primavera2024,6,6,True,,,Online,App iOS,False,PENDIENTE,873,Bajo
1608,2023-07-31,2023,7,3,JAVIER  garcia,Javier,Garcia,correo_invalido_sin_arroba,False,,36,30-44,,España,Barcelona,,,VIP,Baja Voluntaria,2023-08-06,1025,-42,0,0,0,1855,Alto,0.0,Referido,,0,6,True,2024-04-22,No usa,Centro,Web Móvil,1,,-8005,Medio
1609,2023-04-14,2023,4,2,laura sanchez,Laura,Sanchez,laura@gmail.com,True,gmail.com,53,45-59,1,Colombia,Santiago,28001,Estudiante,Inactivo,Baja Morosidad,2023-04-20,1133,6,1056.9081419434428,176.15135699057382,0.15803336259877085,1139,Alto,338.6931271372754,,BlackFriday,2,1,True,2023-09-08,No usa,Centro,,False,,846,Bajo
1610,2023-10-22,2023,10,4,LOPEZ,Desconocido,Lopez,cliente1610@empresa.es,True,empresa.es,veinticinco,,No especificado,Colombia,,,Desempleado,Básico,,,709,22,705.5708991856714,32.071404508439606,0.6962025316455697,948,Alto,271.65968164849164,App,Navidad2023,10,0,No,,,Móvil,,0,VERIFICADO,191,
1611,fecha_invalida,2020,12,4,laura  garcia,Laura,Garcia,laura@gmail.com,True,gmail.com,50,45-59,,España,Madrid,28001,Médico,Premium,,2022-04-30,1488,2,791.857809809891,395.9289049049455,0.030196275792652237,1987,Alto,145.4595372826423,Evento,Verano2023,3,N/A,Si,,,Centro,,Sí,VERIFICADO,2901,Medio
1612,2021-10-19,2021,10,4,ana  rodriguez,Ana,Rodriguez,ana@yahoo.com,True,yahoo.com,57,45-59,No especificado,,Santiago,CP_INVALIDO,,Corporativo,Inactivo,2021-10-25,1675,30,$11177.428675295081,,0.5353955978584176,1681,Alto,,Web,Navidad2023,5,1,1,,,Norte,App iOS,0,PENDIENTE,929,
1613,2020-12-05,2020,12,4,miguel  garcia,Miguel,Garcia,miguel@empresa.es,True,empresa.es,49,45-59,,México,CDMX,28001,Médico,,Inactivo,2021-04-20,1863,6,2373.354854885215,395.5591424808692,0.09004502251125562,1999,Alto,433.3539379855445,Web,Primavera2024,9,1,0,,,Móvil,Web Móvil,False,PENDIENTE,983,
1614,2022-12-18,2022,12,4,LUIS martinez,Luis,Martinez,correo_invalido_sin_arroba,False,,51,45-59,M,Chile,,,Médico,VIP,Inactivo,2023-03-13,1171,41,8768.332552694445,213.8617695779133,0.9792993630573248,1256,Alto,2548.122119214548,Referido,Verano2023,1,,False,,,,Tablet,True,,6301,Bajo
1615,2023-07-18,2023,7,3,sofia fernandez,Sofia,Fernandez,sofia@outlook.es,True,outlook.es,121,60+,1,Colombia,Santiago,,Ingeniero,VIP,Activo,2024-02-21,826,45,5966.061300513025,132.57914001140057,1.293103448275862,1044,Alto,208583.56079379833,Evento,,4,2,No,,,,Web Móvil,1,PENDIENTE,9883,Crítico
1616,2022-01-07,2022,1,1,laura sanchez,Laura,Sanchez,laura@yahoo.com,True,yahoo.com,30,30-44,1,México,Buenos Aires,,,VIP,Activo,2023-02-08,1204,-24,0,0,0,1044,Alto,0.0,Referido,BlackFriday,0,6,True,,,,Tablet,Sí,VERIFICADO,16400,
1617,2020-01-13,2020,1,1,laura  garcia,Laura,Garcia,laura@gmail.com,True,gmail.com,veinticinco,,M,Argentina,,CP_INVALIDO,Empresario,Básico,Baja Voluntaria,2020-07-06,2151,5,1489.2811926345805,297.8562385269161,0.0644883920894239,2326,Alto,233.70061707292427,Evento,Verano2023,-3,6,True,2020-10-18,Insatisfacción,Móvil,Web Móvil,True,RECHAZADO,454,Medio
1618,2021-08-08,2021,8,3,sofia fernandez,Sofia,Fernandez,sofia@yahoo.com,True,yahoo.com,42,30-44,,Colombia,Madrid,28001,Médico,Inactivo,Baja Voluntaria,2021-08-15,1746,20,6022.274993908355,301.11374969541777,0.3422703936109527,1753,Alto,1253.924913164033,Referido,,4,3,Activo,2022-01-17,Precio alto,Centro,App iOS,False,,162,
1619,2023-12-28,2023,12,4,carlos,Carlos,,carlos@empresa.es,True,empresa.es,51,45-59,,,Buenos Aires,28001,Empresario,,Activo,2023-12-31,878,21,5914.957398862036,281.66463804104933,0.7150964812712826,881,Alto,2450.57826400073,Evento,,1,1,False,,,Centro,,True,,596,Alto
1620,fecha_invalida,2023,11,4,elena sanchez,Elena,Sanchez,correo_invalido_sin_arroba,False,,49,45-59,0,México,,08001,Ingeniero,,,2025-03-28,425,14,3699.2825941912406,264.23447101366,0.4580152671755725,917,Alto,1472.4516323661971,Redes Sociales,Primavera2024,9,0,True,,,,Tablet,0,RECHAZADO,17,
1621,2020-03-03,2020,3,1,sanchez,Desconocido,Sanchez,cliente1621@empresa.es,True,empresa.es,42,30-44,0,México,Madrid,,Desempleado,VIP,Activo,2020-11-12,2022,30,8523.140699643165,284.1046899881055,0.39543057996485065,2276,Alto,1366.848135048223,,,9,,0,,,Sur,App iOS,1,,7388,Bajo
1622,2022-08-04,2022,8,3,Usuario Desconocido,Desconocido,,cliente1622@yahoo.com,True,yahoo.com,32,30-44,No especificado,México,Buenos Aires,,Jubilado,Nuevo,Baja Morosidad,2022-11-05,1299,43,6228.3678192846055,144.84576323917688,0.9267241379310345,1392,Alto,1633.1567916945985,Referido,Primavera2024,7,5,False,2022-10-11,No usa,Móvil,,1,VERIFICADO,651,Alto
1623,2023-02-26,2023,2,1,laura rodriguez,Laura,Rodriguez,laura@empresa.es,True,empresa.es,47,45-59,Otro,México,Madrid,123,Ingeniero,Premium,Inactivo,2023-11-16,923,11,2089.2144684678947,189.9285880425359,0.2782462057335582,1186,Alto,642.9707259618732,Evento,BlackFriday,7,5,False,,,Norte,Web Móvil,False,,3002,Medio
1624,2020-03-14,2020,3,1,maria  LOPEZ,Maria,Lopez,maria@empresa.es,True,empresa.es,veinticinco,,0,Colombia,Barcelona,,,Nuevo,Baja Voluntaria,2020-10-01,2064,-38,0,0,0,1186,Alto,0.0,Web,,7,0,Inactivo,2020-09-19,Insatisfacción,,App Android,1,RECHAZADO,502,Alto
1625,19/12/2020,2020,12,4,ana  sanchez,Ana,Sanchez,ana@empresa.es,True,empresa.es,22,18-29,F,,,28001,Ingeniero,VIP,Activo,2022-05-23,1465,23,$2096.342461001272,,0.34760705289672544,1985,Alto,,Evento,,8,0,Si,,,Móvil,Tablet,0,VERIFICADO,11732,Alto
1626,2021-06-08,2021,6,2,JAVIER rodriguez,Javier,Rodriguez,correo_invalido_sin_arroba,False,,54,45-59,No especificado,Colombia,Buenos Aires,,,Premium,Baja Voluntaria,2021-11-19,1650,29,5927.287297119636,204.3892171420564,0.4796030871003308,1814,Alto,1192.6460107214261,Referido,,0,5,1,2022-05-15,,Norte,Web Móvil,False,,4421,Crítico
1627,2023-04-14,2023,4,2,LUIS  LOPEZ,Luis,Lopez,luis@hotmail.com,True,hotmail.com,61,60+,0,Chile,Santiago,123,Estudiante,Corporativo,Inactivo,2023-06-26,1066,29,9735.54423334806,335.7084218395883,0.7638279192273925,1139,Alto,3119.818828070274,Email Marketing,BlackFriday,1,2,No,,,,App iOS,True,,674,
1628,2022-01-04,2022,1,1,elena  garcia,Elena,Garcia,elenaNone,False,,-31,Menor,0,Argentina,Buenos Aires,28001,Docente,Corporativo,Inactivo,2022-01-06,1602,48,-9560.731250174777,-199.18190104530785,0.8977556109725685,1604,Alto,-2175.6028094225644,Redes Sociales,,1,1,False,,,,,True,VERIFICADO,731,Crítico
1629,fecha_invalida,2020,12,4,PEDRO martinez,Pedro,Martinez,pedro@empresa.es,True,empresa.es,53,45-59,M,Chile,Barcelona,123,Docente,Corporativo,Inactivo,2021-08-21,1740,9,1797.5229804256703,199.72477560285225,0.13643254168772107,1979,Alto,331.5289984110003,,Navidad2023,3,1,False,,,Norte,,0,PENDIENTE,477,Crítico
1630,2022-01-29,2022,1,1,maria rodriguez,Maria,Rodriguez,maria@outlook.es,True,outlook.es,55,45-59,,,Buenos Aires,,Empresario,Corporativo,,2023-01-19,1224,46,15412.286318754625,335.0497025816223,0.8739708676377453,1579,Alto,3562.6880977488527,Evento,BlackFriday,3,6,Activo,,,,Tablet,True,RECHAZADO,283,
1631,2020-04-24,2020,4,2,PEDRO,Pedro,,pedro@hotmail.com,True,hotmail.com,veinticinco,,F,Chile,Bogotá,CP_INVALIDO,Estudiante,Nuevo,Inactivo,2020-05-07,2211,6,937.0528882861993,156.17548138103322,0.08093525179856116,2224,Alto,153.78790657574763,,Primavera2024,1,5,True,,,Móvil,Web,1,RECHAZADO,729,Alto
1632,2021-07-25,2021,7,3,LUIS rodriguez,Luis,Rodriguez,correo_invalido_sin_arroba,False,,66,60+,0,España,Buenos Aires,123,Médico,Premium,Bloqueado,2021-08-20,1741,-11,0,0,0,2224,Alto,0.0,Email Marketing,Verano2023,5,0,True,,,,Web Móvil,Sí,,-3558,Crítico
1633,2023-05-25,2023,5,2,miguel martinez,Miguel,Martinez,miguel@outlook.es,True,outlook.es,47,45-59,M,Chile,Barcelona,,Ingeniero,,Bloqueado,,456,2,968.3794546805563,484.1897273402781,0.0546448087431694,1098,Alto,321.91120305865485,Email Marketing,BlackFriday,9,1,0,,,,Tablet,1,,37,
1634,2020-05-22,2020,5,2,laura sanchez,Laura,Sanchez,laura@yahoo.com,True,yahoo.com,127,60+,No especificado,Colombia,CDMX,,Desempleado,Premium,Baja Voluntaria,2020-06-03,2184,40,19369.74133201494,484.2435333003735,0.546448087431694,2196,Alto,3219.469756915051,Web,,10,0,Si,2020-12-25,,Norte,App iOS,0,RECHAZADO,4491,
1635,2020-02-07,2020,2,1,maria  LOPEZ,Maria,Lopez,,False,,28,18-29,No especificado,Chile,CDMX,CP_INVALIDO,Docente,Inactivo,,2020-03-02,2277,30,13216.391597379734,440.54638657932446,0.3911342894393742,2301,Alto,2096.4723742040865,Evento,Primavera2024,1,1,Inactivo,,,,Web,Sí,,361,Crítico
1636,2023-04-08,2023,4,2,martinez,Desconocido,Martinez,cliente1636None,False,,68,60+,,Chile,CDMX,28001,Jubilado,Inactivo,Activo,2023-07-03,1059,3,470.98538469783284,156.99512823261094,0.07860262008733625,1145,Alto,150.13944577703842,,,5,,True,,,Sur,,False,RECHAZADO,753,
1637,2020-03-13,2020,3,1,fernandez,Desconocido,Fernandez,cliente1637@outlook.es,True,outlook.es,38,30-44,M,,Bogotá,28001,Jubilado,Corporativo,Inactivo,2020-05-19,2199,19,6895.570900422543,362.92478423276543,0.2515445719329214,2266,Alto,1110.7164071730926,Referido,Primavera2024,3,1,0,,,Norte,Web Móvil,1,RECHAZADO,427,Medio
1638,fecha_invalida,2021,5,2,ana  martinez,Ana,Martinez,correo_invalido_sin_arroba,False,,veinticinco,,Otro,Argentina,Santiago,,Empresario,,Activo,2021-07-02,1790,31,$3888.814060456169,,0.5046120455778622,1843,Alto,,App,Verano2023,-4,1,False,,,,Web,False,PENDIENTE,947,Crítico
1639,2023-01-10,2023,1,1,maria  LOPEZ,Maria,Lopez,maria@hotmail.com,True,hotmail.com,-5,Menor,0,Argentina,Santiago,123,Médico,Inactivo,Baja Voluntaria,2023-06-11,1081,7,2733.095135240254,390.4421621771791,0.170316301703163,1233,Alto,809.0670919405455,Web,Navidad2023,0,1,True,2023-03-04,,Norte,,True,,659,Alto
1640,2020-07-13,2020,7,3,elena,Elena,,elena@hotmail.com,True,hotmail.com,32,30-44,Otro,Argentina,Barcelona,08001,Desempleado,VIP,Inactivo,2021-01-28,1945,-36,0,0,0,1233,Alto,0.0,,BlackFriday,7,0,1,,,Norte,App Android,True,RECHAZADO,7299,Crítico
1641,2022-04-07,2022,4,2,ana   LOPEZ,Ana,Lopez,ana@gmail.com,True,gmail.com,58,45-59,Otro,Argentina,Barcelona,28001,Ingeniero,Básico,Bloqueado,2022-08-03,1393,32,4976.756259099154,155.52363309684856,0.6353408338848445,1511,Alto,1202.1945960100536,,,5,,True,,,Móvil,Web,0,,491,Medio
1642,2021-05-02,2021,5,2,miguel martinez,Miguel,Martinez,miguel@hotmail.com,True,hotmail.com,26,18-29,F,Argentina,Buenos Aires,123,Jubilado,Corporativo,Baja Morosidad,2021-11-07,1662,8,1993.779650369604,249.2224562962005,0.12965964343598055,1851,Alto,393.1548203051894,,Verano2023,1,6,Si,2021-12-01,Precio alto,Norte,Tablet,0,RECHAZADO,114,Bajo
1643,2020-12-27,2020,12,4,ana   garcia,Ana,Garcia,ana@hotmail.com,True,hotmail.com,77,60+,Otro,México,Madrid,08001,Estudiante,,Bloqueado,2022-04-27,1491,28,12449.826905610264,444.63667520036654,0.42488619119878607,1977,Alto,2298.5264646169685,,BlackFriday,9,,No,,,Centro,Web,Sí,PENDIENTE,939,Medio
1644,2022-02-26,2022,2,1,PEDRO,Pedro,,correo_invalido_sin_arroba,False,,74,60+,0,Argentina,CDMX,CP_INVALIDO,Ingeniero,Premium,Bloqueado,2023-04-22,1131,27,11201.746548204617,414.8795017853562,0.5222437137330754,1551,Alto,2636.1299097967026,Email Marketing,Verano2023,2,5,Si,,,Centro,App iOS,Sí,RECHAZADO,4571,Bajo
1645,2020-10-04,2020,10,4,PEDRO rodriguez,Pedro,Rodriguez,pedro@gmail.com,True,gmail.com,veinticinco,,F,México,Santiago,123,,Nuevo,Inactivo,2021-05-06,1847,24,9531.82478490899,397.1593660378746,0.3493449781659389,2061,Alto,1688.0718323589429,App,BlackFriday,0,4,1,,,Sur,App iOS,0,PENDIENTE,347,
1646,2022-03-02,2022,3,1,martinez,Desconocido,Martinez,cliente1646@hotmail.com,True,hotmail.com,41,30-44,,México,Bogotá,CP_INVALIDO,Docente,,,2023-07-14,1048,17,2763.095491755136,162.53502892677272,0.3296703296703297,1547,Alto,651.9262149260665,Email Marketing,,7,N/A,Si,,,Sur,Tablet,0,VERIFICADO,777,
1647,fecha_invalida,2023,8,3,laura rodriguez,Laura,Rodriguez,laura@empresa.es,True,empresa.es,32,30-44,1,Argentina,Barcelona,123,Estudiante,Nuevo,Baja Morosidad,2023-12-29,880,36,4054.9658230871228,112.63793953019785,1.0577864838393731,1021,Alto,1449.6204950311458,Evento,,9,3,1,2024-05-13,Precio alto,Móvil,App Android,0,,928,
1648,2023-01-02,2023,1,1,ana  rodriguez,Ana,Rodriguez,ana@gmail.com,True,gmail.com,25,18-29,,México,Barcelona,08001,Jubilado,Corporativo,Bloqueado,2024-02-08,839,-32,0,0,0,1021,Alto,0.0,Email Marketing,Verano2023,10,6,False,,,Norte,App iOS,False,,25,Medio
1649,2023-11-22,2023,11,4,sofia  LOPEZ,Sofia,Lopez,sofia@gmail.com,True,gmail.com,44,30-44,1,Chile,Madrid,,Docente,Básico,,2024-07-22,674,3,91.32621388413381,30.44207129471127,0.09814612868047982,917,Alto,3635.121926685806,App,Verano2023,6,,True,,,Norte,Web,1,VERIFICADO,698,
1650,15/02/2020,2020,2,1,sofia  garcia,Sofia,Garcia,correo_invalido_sin_arroba,False,,-99,Menor,0,Chile,Buenos Aires,,Docente,Nuevo,,2021-05-02,1851,21,-5875.00140442722,-279.76197163939145,0.27474923680767555,2293,Alto,-935.183389714756,Web,,5,3,False,,,Centro,App iOS,True,RECHAZADO,27,Medio
1651,2022-12-21,2022,12,4,carlos fernandez,Carlos,Fernandez,carlos@gmail.com,True,gmail.com,34,30-44,No especificado,Argentina,Bogotá,CP_INVALIDO,Desempleado,Inactivo,Baja Morosidad,2023-01-22,1221,19,$7983.575968242824,,0.45490822027134875,1253,Alto,,,Verano2023,1,3,No,2023-03-21,Insatisfacción,,,False,PENDIENTE,618,
1652,2023-01-01,2023,1,1,garcia,Desconocido,Garcia,cliente1652@hotmail.com,True,hotmail.com,veinticinco,,0,Argentina,Bogotá,28001,Ingeniero,Básico,Baja Voluntaria,2023-07-07,1055,35,12369.434356263306,353.4124101789516,0.8454106280193237,1242,Alto,3635.139726277059,Email Marketing,Verano2023,7,N/A,True,2023-06-27,No usa,Centro,Tablet,1,,559,
1653,2023-11-17,2023,11,4,JAVIER,Javier,,javier@hotmail.com,True,hotmail.com,139,60+,,,,,Desempleado,VIP,Inactivo,2023-11-19,920,14,4223.527832656315,301.68055947545105,0.4555314533622559,922,Alto,1672.0039684593871,App,Navidad2023,9,6,False,,,Sur,Tablet,Sí,,12165,
1654,2021-01-01,2021,1,1,JAVIER rodriguez,Javier,Rodriguez,javier@empresa.es,True,empresa.es,30,30-44,,Chile,,123,Médico,Corporativo,Inactivo,2021-04-05,1878,36,900.058139130223,25.00161497583953,0.5476673427991886,1972,Alto,166.5929111473283,App,Navidad2023,3,,False,,,,Tablet,Sí,,414,Bajo
1655,2021-05-17,2021,5,2,elena martinez,Elena,Martinez,elena@outlook.es,True,outlook.es,18,18-29,,Colombia,Buenos Aires,CP_INVALIDO,Jubilado,Premium,Bloqueado,2021-05-23,1830,44,16079.073591434313,365.4334907144162,0.7189542483660131,1836,Alto,3196.547854506277,Web,,6,2,Activo,,,Móvil,,True,,4438,
1656,fecha_invalida,2022,3,1,JAVIER,Javier,,correo_invalido_sin_arroba,False,,79,60+,Otro,España,Barcelona,28001,,,Bloqueado,,499,-12,0,0,0,1836,Alto,0.0,,,9,5,False,,,Norte,Web Móvil,1,VERIFICADO,-479,Alto
1657,2021-07-23,2021,7,3,ana  martinez,Ana,Martinez,ana@gmail.com,True,gmail.com,41,30-44,1,Chile,Buenos Aires,28001,Jubilado,Básico,,2022-06-19,1438,12,3906.9360697327365,325.57800581106136,0.2035048049745619,1769,Alto,806.1230443484732,,Verano2023,2,6,Inactivo,,,,App Android,Sí,RECHAZADO,798,
1658,2021-07-30,2021,7,3,JAVIER fernandez,Javier,Fernandez,javier@empresa.es,True,empresa.es,58,45-59,F,,,08001,Estudiante,,,2021-09-15,1715,25,5371.980703539124,214.87922814156497,0.4256526674233825,1762,Alto,1112.8109856934054,,Primavera2024,5,5,No,,,,Web,0,,596,Crítico
1659,2021-02-17,2021,2,1,JAVIER fernandez,Javier,Fernandez,javier@outlook.es,True,outlook.es,veinticinco,,M,Colombia,,,,VIP,Bloqueado,2021-09-06,1724,26,294.767566317822,11.337214089147,0.4051948051948052,1925,Alto,55.89099309402859,Evento,Navidad2023,-10,N/A,0,,,Sur,Web,0,VERIFICADO,11759,Bajo
1660,2022-11-29,2022,11,4,maria  LOPEZ,Maria,Lopez,maria@empresa.es,True,empresa.es,40,30-44,0,Colombia,Barcelona,,Médico,,Activo,2024-06-21,705,27,12626.741160582855,467.6570800215872,0.6352941176470588,1275,Alto,3614.7141361668564,,,0,2,True,,,,Web Móvil,False,RECHAZADO,53,
